idProductNutrient;Proteins;ProteinsId;ProductId
5212;0.56953039889176;4; 819
5213;0.152057254601794;4; 820
5214;7.19660865700756;4; 821
5215;0.803355083062792;4; 822
5216;1.5931917761058;4; 823
5217;3.18221802659952;4; 824
5218;1.74249219663474;4; 825
5219;4.85342752688351;4; 826
5220;0.647076193334794;4; 827
5221;0.00311526406176199;4; 828
5222;7.83487152385845;4; 829
5223;0.973831340595654;4; 830
5224;6.68732944802766;4; 831
5225;1.31857385771177;4; 832
5226;6.46987162104585;4; 833
5227;4.22087225723559;4; 834
5228;3.6678662365934;4; 835
5229;5.83706319811348;4; 836
5230;1.2932781034047;4; 837
5231;7.08483262842825;4; 838
5232;2.82172609490658;4; 839
5233;3.43605625600031;4; 840
5234;2.43415822360643;4; 841
5235;0.859664351924561;4; 842
5236;6.642249240224;4; 843
5237;3.60325527627319;4; 844
5238;2.47434004518356;4; 845
5239;0.884870316010307;4; 846
5240;2.34855551232024;4; 847
5241;6.59397242893518;4; 848
5242;5.67982043386153;4; 849
5243;1.08225845647113;4; 850
5244;0.373360837329898;4; 851
5245;7.46312728295936;4; 852
5246;0.948493512199043;4; 853
5247;1.76488712779547;4; 854
5248;7.41844725724212;4; 855
5249;2.24327634756503;4; 856
5250;5.97795610780207;4; 857
5251;4.34947989518398;4; 858
5252;1.39250732517165;4; 859
5253;5.74746508044541;4; 860
5254;3.7233951687294;4; 861
5255;1.08455250844255;4; 862
5256;3.96181536111275;4; 863
5257;3.64529362738403;4; 864
5258;2.53147393759787;4; 865
5259;7.59294112355127;4; 866
5260;6.86343707042173;4; 867
5261;6.5414544643412;4; 868
5262;0.148571127456868;4; 869
5263;5.2509146917493;4; 870
5264;6.34347125821936;4; 871
5265;6.68051344010359;4; 872
5266;5.79099956010883;4; 873
5267;6.01275703014823;4; 874
5268;0.170753278509983;4; 875
5269;5.27522081501343;4; 876
5270;6.77533728766623;4; 877
5271;6.14200156394393;4; 878
5272;1.71454086522295;4; 879
5273;7.5285752706706;4; 880
5274;0.466866928409267;4; 881
5275;0.906120899655846;4; 882
5276;5.55189996457909;4; 883
5277;0.255355253362056;4; 884
5278;6.74650326341579;4; 885
5279;6.52438275602856;4; 886
5280;6.97669483117571;4; 887
5281;3.96066884998907;4; 888
5282;4.5752142280915;4; 889
5283;4.46075782585543;4; 890
5284;7.92171103871952;4; 891
5285;1.51912823992161;4; 892
5286;1.26677761357837;4; 893
5287;0.615481133377074;4; 894
5288;2.34240566043665;4; 895
5289;3.15244279377657;4; 896
5290;4.03857891502383;4; 897
5291;1.3171888880375;4; 898
5292;0.31337066068711;4; 899
5293;2.56280448051338;4; 900
5294;0.659501183684378;4; 901
5295;2.0169085885588;4; 902
5296;2.43229824258272;4; 903
5297;1.02739620807809;4; 904
5298;2.22300206351448;4; 905
5299;5.57347760887478;4; 906
5300;6.08349938087312;4; 907
5301;0.0293650895672588;4; 908
5302;4.85641135405609;4; 909
5303;4.47178622055693;4; 910
5304;1.21352856663597;4; 911
5305;4.11244251179594;4; 912
5306;5.59399200969357;4; 913
5307;6.54845421974818;4; 914
5308;1.95023372569068;4; 915
5309;6.9163144181419;4; 916
5310;5.21388563440301;4; 917
5311;7.54703790678201;4; 918
5312;1.14297697815885;4; 919
5313;6.6992927475022;4; 920
5314;2.90383746364714;4; 921
5315;1.00281122275106;4; 922
5316;0.176654865255283;4; 923
5317;3.35322654586176;4; 924
5318;2.13852598000664;4; 925
5319;2.79217901064688;4; 926
5320;4.82971505859426;4; 927
5321;0.952096727757533;4; 928
5322;3.17039515607597;4; 929
5323;6.15377176836243;4; 930
5324;1.04100926420355;4; 931
5325;6.89016838837327;4; 932
5326;3.92529905284548;4; 933
5327;4.45580661604339;4; 934
5328;7.45609504530998;4; 935
5329;7.74078322980152;4; 936
5330;3.40594238165809;4; 937
5331;1.46849921035722;4; 938
5332;4.15426171292634;4; 939
5333;6.74528842268232;4; 940
5334;4.87656119198757;4; 941
5335;5.62536897529437;4; 942
5336;7.17365195302021;4; 943
5337;5.42052864120101;4; 944
5338;6.18685553210739;4; 945
5339;0.233145783621231;4; 946
5340;5.19760979003086;4; 947
5341;7.13799943174081;4; 948
5342;6.79282605332855;4; 949
5343;0.415980898076135;4; 950
5344;3.79992296032362;4; 951
5345;2.2536277512588;4; 952
5346;0.826607317882465;4; 953
5347;7.76840690797105;4; 954
5348;0.411913480791913;4; 955
5349;6.93709155664682;4; 956
5350;3.46324828310916;4; 957
5351;2.1952428470218;4; 958
5352;4.40958632333567;4; 959
5353;2.2477372048423;4; 960
5354;5.21060212737888;4; 961
5355;7.9424456266252;4; 962
5356;7.34322847583166;4; 963
5357;3.93894564504514;4; 964
5358;0.414409383831532;4; 965
5359;0.589345886632569;4; 966
5360;6.93405466016692;4; 967
5361;2.28757264357484;4; 968
5362;4.42236834493649;4; 969
5363;2.99855714379681;4; 970
5364;2.92612591650373;4; 971
5365;5.50752975851116;4; 972
5366;3.74440970817152;4; 973
5367;6.4398093668462;4; 974
5368;4.4652462934279;4; 975
5369;0.182173806925189;4; 976
5370;7.25880496028419;4; 977
5371;0.519706061996033;4; 978
5372;2.50224125554762;4; 979
5373;7.10869010740365;4; 980
5374;1.883019118154;4; 981
5375;4.50234196776528;4; 982
5376;6.16681586252718;4; 983
5377;0.504240913497566;4; 984
5378;3.64750895949972;4; 985
5379;0.663703101494921;4; 986
5380;3.63495573271543;4; 987
5381;2.35921427465402;4; 988
5382;1.02237568023143;4; 989
5383;4.9961995688644;4; 990
5384;1.97757986209334;4; 991
5385;6.98377455881737;4; 992
5386;3.03318239793109;4; 993
5387;7.84138688394109;4; 994
5388;5.64815507763888;4; 995
5389;6.59420009646024;4; 996
5390;3.69700241066493;4; 997
5391;4.49166499065777;4; 998
5392;3.45984927211237;4; 999
