idProductNutrient;Carbohydrates;CarbohydratesId;ProductId
4743;29.7135380592143;2; 952
4744;25.5755698224651;2; 953
4745;20.281595205529;2; 954
4746;17.6376823208258;2; 955
4747;32.2984245031641;2; 956
4748;23.9907795295364;2; 957
4749;23.3909772080904;2; 958
4750;19.8868340064632;2; 959
4751;27.2367097396907;2; 960
4752;15.2838833648912;2; 961
4753;16.0602666526288;2; 962
4754;27.2209158310356;2; 963
4755;35.1740390990626;2; 964
4756;33.0646407546478;2; 965
4757;19.7739300854472;2; 966
4758;13.8338070984525;2; 967
4759;23.3060266719741;2; 968
4760;29.4816403421109;2; 969
4761;34.3460362775873;2; 970
4762;15.5603891816974;2; 971
4763;25.7742335328705;2; 972
4764;29.0317751464838;2; 973
4765;19.2225077815397;2; 974
4766;34.8035262945112;2; 975
4767;11.4787102410151;2; 976
4768;28.9905009302349;2; 977
4769;23.7386054798271;2; 978
4770;15.0569886980771;2; 979
4771;26.9444158255371;2; 980
4772;31.56870057579;2; 981
4773;25.2272594168529;2; 982
4774;19.8882534366856;2; 983
4775;14.4966891275403;2; 984
4776;21.5724706912052;2; 985
4777;11.2959637840365;2; 986
4778;11.776986472049;2; 987
4779;34.3097588335395;2; 988
4780;27.4789661723844;2; 989
4781;23.8700603300093;2; 990
4782;27.1148848430662;2; 991
4783;29.8058731272109;2; 992
4784;13.1334333303597;2; 993
4785;35.7493454684599;2; 994
4786;13.5050591458636;2; 995
4787;17.5477914315357;2; 996
4788;10.6571477719264;2; 997
4789;17.3164593630921;2; 998
4790;15.5397329663682;2; 999
