idProductNutrient;Sugars;SugarsId;ProductId
5979;9.87110395777289;6; 984
5980;13.0924403175788;6; 985
5981;6.26885036602346;6; 986
5982;10.4676008119536;6; 987
5983;33.2022428189122;6; 988
5984;14.1229533335153;6; 989
5985;23.5535119741169;6; 990
5986;9.48359664628826;6; 991
5987;14.7735300440564;6; 992
5988;5.47796150618712;6; 993
5989;33.6363808044409;6; 994
5990;12.6461900537023;6; 995
5991;14.6626955429296;6; 996
5992;7.6538795408693;6; 997
5993;10.6264776550523;6; 998
5994;6.69833211675278;6; 999
