idProductNutrient;Fibres;FibresId;ProductId
4889;5.38534794615934;3; 797
4890;1.60590628663163;3; 798
4891;9.94334337349703;3; 799
4892;1.46544047844766;3; 800
4893;1.97771783045215;3; 801
4894;0.553926399669685;3; 802
4895;2.93845811028513;3; 803
4896;4.10073823004561;3; 804
4897;1.19330794564028;3; 805
4898;11.3023088032895;3; 806
4899;10.0018622918845;3; 807
4900;5.28841959423301;3; 808
4901;7.1111060731963;3; 809
4902;2.34727404603291;3; 810
4903;0.229162389775985;3; 811
4904;3.78483397337832;3; 812
4905;6.91404982491748;3; 813
4906;3.13202099135328;3; 814
4907;2.5240507737295;3; 815
4908;6.50460666331644;3; 816
4909;1.53206766819982;3; 817
4910;5.40139123880085;3; 818
4911;8.01598228468533;3; 819
4912;10.0047448836014;3; 820
4913;5.33307663473466;3; 821
4914;0.0687162009748841;3; 822
4915;5.20113328969525;3; 823
4916;4.71725694417942;3; 824
4917;5.24891052654967;3; 825
4918;0.658256178498016;3; 826
4919;10.297540133149;3; 827
4920;7.02826774791449;3; 828
4921;3.68538776331457;3; 829
4922;5.57171193703092;3; 830
4923;6.44891750683806;3; 831
4924;1.02581449398039;3; 832
4925;7.47132845568787;3; 833
4926;4.30307508101635;3; 834
4927;5.66336108653223;3; 835
4928;4.48331081580577;3; 836
4929;5.92655897303735;3; 837
4930;1.7160747983076;3; 838
4931;0.0150438778457844;3; 839
4932;8.24970422704603;3; 840
4933;2.55607809866052;3; 841
4934;0.396780296583895;3; 842
4935;5.31553246204755;3; 843
4936;2.72890612758982;3; 844
4937;10.8797783774381;3; 845
4938;4.81327609584525;3; 846
4939;9.55410150178588;3; 847
4940;11.353610118375;3; 848
4941;7.56575543523327;3; 849
4942;0.363785246813983;3; 850
4943;1.02603334285266;3; 851
4944;5.98030250645579;3; 852
4945;11.0385280668168;3; 853
4946;2.19097666284121;3; 854
4947;10.1699324862683;3; 855
4948;4.28457103469446;3; 856
4949;2.08209957868173;3; 857
4950;6.02554692608907;3; 858
4951;4.70850153814731;3; 859
4952;11.072568441261;3; 860
4953;10.8150364915074;3; 861
4954;2.67312105370436;3; 862
4955;5.45656708941947;3; 863
4956;5.09575436266977;3; 864
4957;5.64303211535648;3; 865
4958;4.16359052602094;3; 866
4959;7.06800036379036;3; 867
4960;9.30476843774135;3; 868
4961;11.98358986394;3; 869
4962;5.339946327917;3; 870
4963;9.70026182729706;3; 871
4964;11.6364876638266;3; 872
4965;3.40345594419883;3; 873
4966;8.85219102045124;3; 874
4967;9.68132945773039;3; 875
4968;2.95080352650437;3; 876
4969;7.97698388722787;3; 877
4970;0.190441979057662;3; 878
4971;11.4999548505238;3; 879
4972;7.84230275082396;3; 880
4973;4.18537563231611;3; 881
4974;10.9340135925701;3; 882
4975;1.43424289989473;3; 883
4976;11.8428914472687;3; 884
4977;7.7273740818255;3; 885
4978;9.28560239519595;3; 886
4979;5.37778415534231;3; 887
4980;10.9119742049265;3; 888
4981;10.9673545853611;3; 889
4982;11.0521644720741;3; 890
4983;0.77280221789922;3; 891
4984;5.77754177773492;3; 892
4985;9.38415050129157;3; 893
4986;1.70740997242439;3; 894
4987;1.36708744896058;3; 895
4988;10.4100690462864;3; 896
4989;2.35165339941162;3; 897
4990;5.52340745456048;3; 898
4991;2.61229966260606;3; 899
4992;4.78241690959957;3; 900
4993;10.1600157584593;3; 901
4994;10.25006075449;3; 902
4995;0.133278258365956;3; 903
4996;1.93717485946073;3; 904
4997;4.01779192981804;3; 905
4998;10.5748431367146;3; 906
4999;7.61492664352891;3; 907
5000;2.35731895931386;3; 908
5001;5.82264704205152;3; 909
5002;5.32396821444757;3; 910
5003;5.53203082434431;3; 911
5004;4.14387536431529;3; 912
5005;1.87427734622235;3; 913
5006;4.24560790882603;3; 914
5007;10.2892215813678;3; 915
5008;5.72042388185476;3; 916
5009;6.2499942710607;3; 917
5010;3.51188538679803;3; 918
5011;9.55216290031337;3; 919
5012;1.09568818522374;3; 920
5013;0.788127561577832;3; 921
5014;6.84477601600612;3; 922
5015;10.3921016775555;3; 923
5016;3.19626036311522;3; 924
5017;0.119287167098062;3; 925
5018;10.4437319750317;3; 926
5019;0.485113702574145;3; 927
5020;2.32638026461903;3; 928
5021;6.88376910784131;3; 929
5022;10.1533051341265;3; 930
5023;5.42588316532305;3; 931
5024;11.2680661781585;3; 932
5025;11.9067534200138;3; 933
5026;5.89816248699019;3; 934
5027;5.33277718613754;3; 935
5028;4.44827623656456;3; 936
5029;8.62878846305848;3; 937
5030;2.09910974129631;3; 938
5031;1.26654761629132;3; 939
5032;8.88775039190182;3; 940
5033;4.06266432417477;3; 941
5034;10.7805002225226;3; 942
5035;11.4671350962886;3; 943
5036;11.7670067085954;3; 944
5037;1.14247039979593;3; 945
5038;7.94568810095318;3; 946
5039;8.12230051842927;3; 947
5040;4.85252028245119;3; 948
5041;3.88414519530085;3; 949
5042;6.54760941415299;3; 950
5043;0.380417102228577;3; 951
5044;11.3554483323424;3; 952
5045;8.4267319685306;3; 953
5046;3.12639382617561;3; 954
5047;0.59325135093289;3; 955
5048;9.7172124681156;3; 956
5049;10.1235087360106;3; 957
5050;11.1269715152364;3; 958
5051;2.0280811247254;3; 959
5052;6.86127862888375;3; 960
5053;6.49012506873913;3; 961
5054;3.07772211714262;3; 962
5055;8.14148966566065;3; 963
5056;4.98452645812035;3; 964
5057;4.96410820823665;3; 965
5058;7.81166818303677;3; 966
5059;2.03569848667939;3; 967
5060;11.7401941868085;3; 968
5061;4.91713460482097;3; 969
5062;2.86030555527834;3; 970
5063;0.0122730753204148;3; 971
5064;2.24685069154242;3; 972
5065;2.32684598856108;3; 973
5066;6.36088974822603;3; 974
5067;7.60110835872841;3; 975
5068;2.07249183168784;3; 976
5069;2.37924150086359;3; 977
5070;5.39539609658393;3; 978
5071;2.98726506953507;3; 979
5072;5.97840551443734;3; 980
5073;1.16304904151046;3; 981
5074;0.535740752003846;3; 982
5075;1.07107641132911;3; 983
5076;5.71269254069775;3; 984
5077;5.1350115891325;3; 985
5078;2.16979677407482;3; 986
5079;5.04265233345755;3; 987
5080;5.57652642512218;3; 988
5081;9.99081587962283;3; 989
5082;4.11924804664896;3; 990
5083;2.02956363793377;3; 991
5084;3.02733238287331;3; 992
5085;8.72885324849301;3; 993
5086;0.500857446040159;3; 994
5087;5.56475762207728;3; 995
5088;6.32440096449323;3; 996
5089;0.772475431299848;3; 997
5090;1.42027356231576;3; 998
5091;8.88310347859424;3; 999
